,0,1,2,3,4
0,154.png,0.12370478828376746,0.06593035050077842,0.0660419959351316,0.9749999998375001
1,559.png,0.6603994805707292,0.49298245605386276,0.5878661086636263,0.7533512062323455
2,575.png,0.7073170264844978,0.5471698113138721,0.5623061013370954,0.9531113058511589
3,73.png,0.8137014533428775,0.6859163229025953,0.8936660268370954,0.7468719922763275
4,52.png,0.8619777400489586,0.7574349441675245,0.9690844231903586,0.7761904761165532
5,80.png,0.8699551074960753,0.7698412697942709,0.7837165941091537,0.9775193797691845
6,569.png,0.8848043957274122,0.7934074357687464,0.9681945743232838,0.8146399055169367
7,307.png,0.8885701071853742,0.7994838020576763,0.9771565321333932,0.8147106838308116
8,529.png,0.9075990904411279,0.8308297567657071,0.9258668791978532,0.8900383141421442
9,287.png,0.920992572551333,0.8535554450309907,0.8695542046385625,0.9788993441408925
10,191.png,0.9250097653978494,0.8604821036624921,0.9203124999281005,0.9297553274720003
11,571.png,0.9291319357218728,0.8676437930076029,0.9145599250722247,0.9441759303783428
12,251.png,0.9374056815121747,0.8821859474700474,0.940597805512163,0.9342352498943476
13,561.png,0.9377615028481754,0.8828164291553593,0.9569325822104865,0.9193435754029444
14,205.png,0.9437635893973875,0.8935155753053555,0.9593856654962668,0.928642219989143
15,442.png,0.9438542747499822,0.8936781608981399,0.9711163153533408,0.9180811807892232
16,374.png,0.9445491766571674,0.8949249463263098,0.9253510716241425,0.9645608627916362
17,66.png,0.946504509248753,0.8984420080266334,0.9218472468370723,0.9725171767037778
18,425.png,0.9469372056082117,0.8992220650318522,0.9614366729315147,0.9328686720127342
19,481.png,0.9500190025594978,0.9047964676652465,0.907871578558549,0.996270396263761
20,381.png,0.9507266427464022,0.9060810810504702,0.9066937119368934,0.9992548434799086
21,429.png,0.9572256783214907,0.9179606308727478,0.936860494123573,0.9784960250100548
22,300.png,0.957622535429291,0.918690842730999,0.9511216056558308,0.9642130460686509
23,106.png,0.9577268595773065,0.9165377147447807,0.9605629877302079,0.9549075292584684
24,474.png,0.9587569237832944,0.9207669432640974,0.9424910302360713,0.9755942274990683
25,179.png,0.9595861123181195,0.9223119949993067,0.930991217034787,0.9899933288529023
26,50.png,0.9600404153217998,0.9231517509428291,0.9531302309690951,0.9670516304019344
27,61.png,0.9611846033268541,0.9252699783617595,0.9444444444028023,0.9785290086350604
28,181.png,0.9612426445324328,0.9253775540146468,0.950425790725352,0.9723086496274951
29,353.png,0.9617192247186852,0.9261250663478116,0.9324020362148406,0.9929399899017531
30,119.png,0.9624215816000783,0.9256557200966988,0.951768733351451,0.9733156993856129
31,240.png,0.9629278192333344,0.928506167192565,0.9612959167510539,0.9645653721350583
32,492.png,0.9634343152451876,0.9294484911511781,0.9425918108866923,0.985219501429582
33,555.png,0.9661525363123836,0.9345214521328776,0.9705237181111801,0.9618206521608449
34,65.png,0.9665587417450927,0.9352818370956658,0.9511677281704763,0.9824561402790601
35,279.png,0.966587497892419,0.9353356890128857,0.9671172816599519,0.9660583941253263
36,431.png,0.9666279020035304,0.9354113591947338,0.9456143008491802,0.9885967690689168
37,89.png,0.9672182487323067,0.9365176566455089,0.9907147484130703,0.9448105436378746
38,25.png,0.9687075922038606,0.9393142835512409,0.9587137369936523,0.9789121009046533
39,459.png,0.9711402597052354,0.9438996579032178,0.955006921989963,0.9878281622675936
40,404.png,0.9717680152056539,0.9450136951322443,0.9737862285307939,0.9697582498302255
41,185.png,0.9720272106872058,0.9455768850000875,0.9675982178823896,0.9764970365629165
42,388.png,0.9720691562974685,0.9455344511356845,0.9671542707130064,0.9770343509924083
43,166.png,0.9727437416369502,0.9469339622517435,0.9601434834467897,0.9856792143891752
44,526.png,0.9738056273550876,0.9489486112566181,0.9628066172166251,0.9850589471111817
45,100.png,0.9753258998036757,0.951840197004353,0.9866685576374037,0.9642411642277998
46,31.png,0.9755979496285866,0.9523585460422025,0.9815712899977985,0.9696969696853551
47,349.png,0.976052939128777,0.9530460761674677,0.9829812708416018,0.9692216881652365
48,42.png,0.9765168694726478,0.9541114436232847,0.9789442900865778,0.9741015568023556
49,163.png,0.9768735705594277,0.9547927217978842,0.9678646130259011,0.9860519178421919
50,171.png,0.9770702550889127,0.9551685809382148,0.9635582134000457,0.9909667499329048
51,464.png,0.9776756288485016,0.9563263424642044,0.9803898405082055,0.9749765037479443
52,545.png,0.9799476396107465,0.9606837606688317,0.9752326865282342,0.9847085058779116
53,148.png,0.9803508271850885,0.961459050231428,0.9742951080903228,0.9864823968426663
54,134.png,0.9813867075947722,0.9634537592277381,0.9932412999569565,0.9698118505901459
55,453.png,0.982114562468494,0.9648577575671801,0.9690276110211519,0.9955599407746533
56,400.png,0.9823710385709811,0.9653529666382943,0.9807861542830627,0.9839611536052978
57,14.png,0.9833986822625956,0.9660342192674297,0.9837380839365754,0.9830596146343245
58,483.png,0.9843521397776164,0.9691865426898029,0.9889540746127558,0.9797929343339397
59,397.png,0.9844007451155268,0.9692807855562017,0.9880960432804322,0.980733082700183
60,266.png,0.9849666980091626,0.9703403997819502,0.9797287281315604,0.9902610780200387
61,21.png,0.9863891682537725,0.9727391626260328,0.9842031593648464,0.9885850098718287
