,0,1,2,3,4
0,cju3ykamdj9u208503pygyuc8.png,0.3401313874489197,0.20491320286365183,0.20618503440701144,0.9708100218877606
1,cju5yeqiwmkgl0801fzv2douc.png,0.38681839718871264,0.2397880498289545,0.9415034900182747,0.24341243731795423
2,cju3uhb79gcgr0871orbrbi3x.png,0.39716591488888286,0.24770228464652289,0.8231644260429543,0.26172157558846765
3,cju6vifjlv55z0987un6y4zdo.png,0.6076425508374639,0.43641576529376924,0.9999999999988674,0.4364127990032297
4,cju3xga12iixg0817dijbvjxw.png,0.6500575936860103,0.48154753933717054,0.9854897474983361,0.4849833727725406
5,cju2hfqnmhisa0993gpleeldd.png,0.6842104788462086,0.5199205948261485,0.8834951456084953,0.5582822085799438
6,cju5xq3tdm9fn0987pbedxdg5.png,0.7673718964460557,0.6225088495987192,0.9883109292666816,0.6271673620711435
7,cju2nnqrqzp580855z8mhzgd6.png,0.7876113261938138,0.649646771050779,0.9961269219354641,0.6512811172537198
8,cju2hjrqcvi2j0801bx1i6gxg.png,0.7946542218043686,0.6590776373757704,0.9293286218828669,0.694072269575841
9,cju30j1rgadut0801vuyrsnt8.png,0.8110639221827296,0.6821582610288407,0.6840148698821188,0.9960752469752866
10,cju45rj7ln8980850a7821fov.png,0.8220697741112,0.6979007812562023,0.9340201584374083,0.7340836012840278
11,cju2rmd2rsw9g09888hh1efu0.png,0.8301414995076641,0.7094926526289383,0.7352507374360159,0.9531548756714554
12,cju16whaj0e7n0855q7b6cjkm.png,0.8518886652562183,0.7419918920741728,0.9016416057375918,0.8073394495403778
13,cju3ya7goj6at0818v2l5ay7f.png,0.8593403628292574,0.7533118657710783,0.7589634833271989,0.9903147699672231
14,cju30ajhw09sx0988qyahx9s8.png,0.8596648449505147,0.753864763670267,0.8427877825760055,0.8772317596557111
15,cju2top2ruxxy0988p1svx36g.png,0.8835423516711834,0.7913607215555618,0.8846405442518404,0.8824469820540254
16,cju2yo1j1v0qz09934o0e683p.png,0.8880075228328536,0.7985812310315721,0.9932573104937621,0.8029261295713096
17,cju5x00l6m5j608503k78ptee.png,0.8889749457483412,0.8001393217775514,0.8260807597380326,0.9622354647598323
18,cju7do8c72dbo0801vxfzxdc4.png,0.9034235976477958,0.8238527111894717,0.9948704796016511,0.8273729114765206
19,cju0u82z3cuma0835wlxrnrjv.png,0.9104285921003742,0.8355758312641703,0.846178894880588,0.9852369668234772
20,cju1ddr6p4k5z08780uuuzit2.png,0.9137724051869252,0.8411003160782885,0.9581050228201129,0.8733610821969473
21,cju6us80mv1b50871ebyq2wxa.png,0.9248650394730334,0.8601127478233143,0.9952352590531497,0.8637890927665085
22,cju1cbokpuiw70988j4lq1fpi.png,0.9259310618093661,0.8620422894734155,0.8898008611350255,0.9651196730811068
23,cju5cky5xb0ay0801oxet697t.png,0.9261158632847201,0.8623523457128945,0.9409156348923644,0.9117745535663405
24,cju7dymur2od30755eg8yv2ht.png,0.9323792316816107,0.8733100913360111,0.9960066637243471,0.8763931104337744
25,cju5xjn5mm78b09871spyqhhr.png,0.9359472273732005,0.8795785379664011,0.9954797316981304,0.8831334429787978
26,cju1cqc7n4gpy0855jt246k68.png,0.9360177689358685,0.8797219826843597,0.9196704428345376,0.9529568697114009
27,cju2y40d8ulqo0993q0adtgtb.png,0.940816162952149,0.8882378170267533,0.912399300229126,0.9710601323993862
28,cju6vrs1ov8cr098788h8gs6j.png,0.943066683981408,0.8922321917340093,0.9367514307573499,0.9494677670078371
29,cju7crgxa28550755wbsgqkel.png,0.9435610759125559,0.8931413278453828,0.9952811831071334,0.896950831888255
30,cju40m0rjkpw80871z6n6yg1u.png,0.9443149185095554,0.8944900605099176,0.9755854829114824,0.9149868272473993
