,name,mean_dices,mean_ious,mean_precisions,mean_recalls,mean_accs,mean_ses,mean_spes,tps,fps,fns,tns
0,75.png,0.9653789587160179,0.9330750263848865,0.9559725730438119,0.9749723959891435,0.9653789587160179,0.9653789587160179,0.9653789587160179,0.9749723672866821,0.0011309385299682617,0.025027604773640633,0.9988690614700317
1,27.png,0.9839892761536402,0.9684832566665473,0.9781167108104697,0.9899328858396018,0.9839892761536402,0.9839892761536402,0.9839892761536402,0.9899328947067261,0.0003024692414328456,0.010067113675177097,0.9996975064277649
2,562.png,0.9840156538569723,0.9685343637735505,0.9798938843761534,0.9881723458041655,0.9840156538569723,0.9840156538569723,0.9840156538569723,0.9881723523139954,0.0013914387673139572,0.011827654205262661,0.9986085891723633
3,1.png,0.9909317181532701,0.9642501855581634,0.987483184178584,0.9944045234951442,0.9909317181532701,0.9909317181532701,0.9909317181532701,0.9767875075340271,0.002181393327191472,0.023212509229779243,0.997818648815155
